experiment_id,fold,seed,accuracy,repo_f1,sklearn_macro_f1,train_seconds,model_params
experiment_2,carvin,0,0.7868852459016393,0.7915830226301696,0.7776997678141844,159.56264090538025,118985
experiment_2,carvin,1,0.7759562841530054,0.7637066236732839,0.7530477798726147,163.81515884399414,118985
experiment_2,carvin,2,0.726775956284153,0.7397425092007577,0.7285958281948257,166.64822912216187,118985
experiment_2,carvin,3,0.7486338797814208,0.740974242930009,0.7232183985089549,162.95250010490417,118985
experiment_2,carvin,4,0.7486338797814208,0.7409211037308675,0.7331720686060794,164.21433687210083,118985
experiment_2,palm-bay,0,0.819672131147541,0.7953685724432301,0.7816394955413044,184.76127290725708,118985
experiment_2,palm-bay,1,0.8142076502732241,0.7801529712297065,0.7711729594313727,234.47994208335876,118985
experiment_2,palm-bay,2,0.7978142076502732,0.7779126913182757,0.7615951071909757,418.1333849430084,118985
experiment_2,palm-bay,3,0.8360655737704918,0.8349632671809412,0.8103780906301914,166.19964408874512,118985
experiment_2,palm-bay,4,0.7978142076502732,0.7724742206101379,0.7628973020195032,174.64929103851318,118985
experiment_2,rwg,0,0.8415300546448088,0.8540667154097383,0.8281061208854827,172.1272008419037,118985
experiment_2,rwg,1,0.8469945355191257,0.8749540347500396,0.84087984616843,171.12854599952698,118985
experiment_2,rwg,2,0.8633879781420765,0.8674783989591668,0.8609509885825675,170.73576092720032,118985
experiment_2,rwg,3,0.8360655737704918,0.8565254216186822,0.8242653628564528,173.0051851272583,118985
experiment_2,rwg,4,0.7923497267759563,0.8377916642449206,0.768367441815688,175.9114761352539,118985
